UniqueID,Date,format_Date,Sys start,Tree,comp_start_time,comp_end_time,format_comp_start_time,format_comp_end_time,Real start,Real end,Soil temp,Vwc1 (m3/m3),Vwc2,Vwc3,Vwc4,Vwc5,Vwc_avg,Rep_vol_L
45460_356,6/17/2024,6/17/2024,,356,10:51:32,10:54:35,10:51:32,10:54:35,10:01:25,10:04:28,21.4,0.551,0.474,0.343,0.517,0.472,0.471,20
45460_366,6/17/2024,6/17/2024,,366,10:55:16,10:58:17,10:55:16,10:58:17,10:05:09,10:08:10,21.4,0.452,0.287,0.236,0.447,0.257,0.336,20
45460_362,6/17/2024,6/17/2024,,362,10:58:42,11:01:42,10:58:42,11:01:42,10:08:35,10:11:35,21.5,0.374,0.323,0.395,0.366,0.39,0.37,20
45460_217,6/17/2024,6/17/2024,,217,11:03:13,11:06:16,11:03:13,11:06:16,10:13:06,10:16:09,22.8,0.143,0.203,0.208,0.129,0.227,0.182,20
45460_678,6/17/2024,6/17/2024,,678,11:09:33,11:12:33,11:09:33,11:12:33,10:19:26,10:22:26,23.2,0.562,0.538,0.412,0.532,0.519,0.513,20
45460_677,6/17/2024,6/17/2024,,677,11:13:09,11:16:19,11:13:09,11:16:19,10:23:02,10:26:12,23,0.204,0.231,0.235,0.152,0.211,0.207,20
45460_318,6/17/2024,6/17/2024,,318,11:20:06,11:23:12,11:20:06,11:23:12,10:29:59,10:33:05,21.6,0.085,0.098,0.03,0.13,0.044,0.077,20
45460_309,6/17/2024,6/17/2024,,309,11:24:07,11:27:09,11:24:07,11:27:09,10:34:00,10:37:02,21.5,0.341,0.37,0.29,0.23,0.429,0.332,20
45460_302,6/17/2024,6/17/2024,,302,11:28:15,11:32:23,11:28:15,11:32:23,10:38:08,10:42:16,22.3,0.212,0.175,0.205,0.182,0.137,0.182,20
45460_933,6/17/2024,6/17/2024,,933,14:21:07,14:41:45,14:21:07,14:41:45,13:31:00,13:51:38,22.1,0.285,0.341,0.287,0.45,0.408,0.354,20
45460_236,6/17/2024,6/17/2024,,236,14:43:24,14:46:26,14:43:24,14:46:26,13:53:17,13:56:19,22.1,0.251,0.223,0.294,0.453,0.334,0.311,20
45460_165,6/17/2024,6/17/2024,,165,14:47:34,14:50:58,14:47:34,14:50:58,13:57:27,14:00:51,23.1,0.353,0.428,0.451,0.39,0.434,0.411,20
45460_175,6/17/2024,6/17/2024,,175,14:51:53,14:54:54,14:51:53,14:54:54,14:01:46,14:04:47,23.3,0.291,0.498,0.473,0.317,0.382,0.392,20
45460_176,6/17/2024,6/17/2024,,176,14:55:47,14:58:47,14:55:47,14:58:47,14:05:40,14:08:40,23.6,0.259,0.203,0.318,0.329,0.279,0.278,20
45460_153,6/17/2024,6/17/2024,,153,14:59:40,15:02:40,14:59:40,15:02:40,14:09:33,14:12:33,23.6,0.269,0.296,0.256,0.224,0.298,0.269,20
45460_529,6/17/2024,6/17/2024,,529,15:07:02,15:10:02,15:07:02,15:10:02,14:16:55,14:19:55,24.3,0.364,0.368,0.389,0.283,0.26,0.333,20
45460_544,6/17/2024,6/17/2024,,544,15:11:36,15:14:41,15:11:36,15:14:41,14:21:29,14:24:34,25.8,0.316,0.291,0.293,0.355,0.324,0.316,20
45461_411,6/18/2024,6/18/2024,10:13:50,411,10:13:50,10:16:51,10:13:50,10:16:51,9:21:33,9:24:34,23.2,0.099,0.013,0.022,0.011,0.122,0.053,20
45461_412,6/18/2024,6/18/2024,,412,10:18:00,10:21:00,10:18:00,10:21:00,9:25:43,9:28:43,25.2,0.266,0.246,0.224,0.165,0.236,0.227,20
45461_413,6/18/2024,6/18/2024,,413,10:21:27,10:24:27,10:21:27,10:24:27,9:29:10,9:32:10,25.4,0.08,0.545,0.474,0.072,0.11,0.256,20
45461_4,6/18/2024,6/18/2024,,4,10:25:12,10:28:14,10:25:12,10:28:14,9:32:55,9:35:57,25.9,0.21,0.363,0.294,0.261,0.185,0.263,20
45461_432,6/18/2024,6/18/2024,,432,10:29:25,10:32:27,10:29:25,10:32:27,9:37:08,9:40:10,25.9,0.143,0.185,0.132,0.1,0.144,0.141,20
45461_433,6/18/2024,6/18/2024,,433,10:32:57,10:35:57,10:32:57,10:35:57,9:40:40,9:43:40,26.5,0.227,0.41,0.555,0.389,0.606,0.437,20
45461_414,6/18/2024,6/18/2024,,414,10:37:41,10:40:52,10:37:41,10:40:52,9:45:24,9:48:35,26.1,0.395,0.315,0.434,0.11,0.333,0.317,20
45461_435,6/18/2024,6/18/2024,,435,10:42:06,10:45:08,10:42:06,10:45:08,9:49:49,9:52:51,26.1,0.528,0.676,0.623,0.662,0.701,0.638,20
45461_436,6/18/2024,6/18/2024,,436,10:45:39,10:48:55,10:45:39,10:48:55,9:53:22,9:56:38,25.6,0.23,0.351,0.186,0.417,0.269,0.291,20
45461_438,6/18/2024,6/18/2024,,438,10:49:30,10:53:03,10:49:30,10:53:03,9:57:13,10:00:46,27.4,0.065,0.046,0.044,0.145,0.138,0.088,20
45461_434,6/18/2024,6/18/2024,,434,10:54:10,10:57:45,10:54:10,10:57:45,10:01:53,10:05:28,27.1,0.288,0.429,0.175,0.207,0.252,0.27,20
45461_417,6/18/2024,6/18/2024,,417,10:58:58,11:01:58,10:58:58,11:01:58,10:06:41,10:09:41,28.2,0.097,0.083,0.16,0.053,0.04,0.087,20
45461_418,6/18/2024,6/18/2024,,418,11:02:23,11:05:23,11:02:23,11:05:23,10:10:06,10:13:06,28.3,0.044,0.09,0.065,0.081,0.06,0.068,20
45461_419,6/18/2024,6/18/2024,,419,11:06:04,11:09:41,11:06:04,11:09:41,10:13:47,10:17:24,28.2,0.072,0.224,0.23,0.155,0.104,0.157,20
45461_420,6/18/2024,6/18/2024,,420,11:10:07,11:13:07,11:10:07,11:13:07,10:17:50,10:20:50,28.2,0.172,0.108,0.265,0.138,0.345,0.206,20
45461_421,6/18/2024,6/18/2024,,421,11:14:47,11:18:33,11:14:47,11:18:33,10:22:30,10:26:16,28.2,0.341,0.373,0.133,0.178,0.136,0.232,20
45461_439,6/18/2024,6/18/2024,,439,11:20:28,11:23:29,11:20:28,11:23:29,10:28:11,10:31:12,28,0.071,0.119,0.192,0.16,0.159,0.14,20
45461_441,6/18/2024,6/18/2024,,441,11:24:32,11:27:34,11:24:32,11:27:34,10:32:15,10:35:17,28.6,0.47,0.463,0.53,0.53,0.221,0.443,20
45461_422,6/18/2024,6/18/2024,,422,11:29:09,11:32:25,11:29:09,11:32:25,10:36:52,10:40:08,28.1,0.408,0.436,0.521,0.147,0.477,0.398,20
45461_423,6/18/2024,6/18/2024,,423,11:33:20,11:36:45,11:33:20,11:36:45,10:41:03,10:44:28,28.1,0.313,0.456,0.246,0.423,0.289,0.345,20
45461_425,6/18/2024,6/18/2024,,425,11:37:19,11:40:22,11:37:19,11:40:22,10:45:02,10:48:05,27.9,0.143,0.211,0.329,0.242,0.383,0.262,20
45461_424,6/18/2024,6/18/2024,,424,11:40:49,11:43:53,11:40:49,11:43:53,10:48:32,10:51:36,28.1,0.22,0.153,0.042,0.362,0.328,0.221,20
45461_426,6/18/2024,6/18/2024,,426,11:44:34,11:47:35,11:44:34,11:47:35,10:52:17,10:55:18,28.7,0.12,0.127,0.294,0.372,0.137,0.21,20
45461_442,6/18/2024,6/18/2024,,442,11:48:13,11:51:13,11:48:13,11:51:13,10:55:56,10:58:56,29.4,0.439,0.525,0.594,0.398,0.51,0.493,20
45461_428,6/18/2024,6/18/2024,,428,11:52:04,11:55:04,11:52:04,11:55:04,10:59:47,11:02:47,29.3,0.284,0.391,0.234,0.305,0.685,0.38,20
45461_429,6/18/2024,6/18/2024,,429,11:56:18,11:59:20,11:56:18,11:59:20,11:04:01,11:07:03,29,0.212,0.234,0.239,0.215,0.616,0.303,20
45461_431,6/18/2024,6/18/2024,,431,11:59:47,12:02:48,11:59:47,12:02:48,11:07:30,11:10:31,29,0.707,0.565,0.19,0.583,0.306,0.47,20
45461_443,6/18/2024,6/18/2024,,443,12:03:43,12:06:43,12:03:43,12:06:43,11:11:26,11:14:26,28.8,0.034,0.259,0.019,0.15,0.079,0.108,20
45461_444,6/18/2024,6/18/2024,,444,12:07:21,12:10:22,12:07:21,12:10:22,11:15:04,11:18:05,28.9,0.63,0.627,0.353,0.324,0.256,0.438,20
45461_427,6/18/2024,6/18/2024,,427,12:11:00,12:14:00,12:11:00,12:14:00,11:18:43,11:21:43,28.5,0.294,0.328,0.226,0.186,0.071,0.221,20
45461_895,6/18/2024,6/18/2024,,895,12:31:16,12:34:16,12:31:16,12:34:16,11:38:59,11:41:59,29.7,0.161,0.147,0.21,0.19,0.26,0.194,20
45461_892,6/18/2024,6/18/2024,,892,12:34:31,12:37:31,12:34:31,12:37:31,11:42:14,11:45:14,29.2,0.125,0.199,0.291,0.098,0.075,0.158,20
45461_889,6/18/2024,6/18/2024,,889,12:37:50,12:40:54,12:37:50,12:40:54,11:45:33,11:48:37,28.9,0.136,0.086,0.033,0.154,0.194,0.121,20
45461_880,6/18/2024,6/18/2024,,880,12:41:18,12:44:18,12:41:18,12:44:18,11:49:01,11:52:01,29.1,0.211,0.275,0.306,0.229,0.204,0.245,20
45461_876,6/18/2024,6/18/2024,,876,12:44:42,12:47:45,12:44:42,12:47:45,11:52:25,11:55:28,29.1,0.16,0.218,0.201,0.219,0.211,0.202,20
45461_893,6/18/2024,6/18/2024,,893,12:48:10,12:51:10,12:48:10,12:51:10,11:55:53,11:58:53,29.3,0.254,0.389,0.45,0.375,0.474,0.388,20
45461_905,6/18/2024,6/18/2024,,905,12:51:30,12:54:30,12:51:30,12:54:30,11:59:13,12:02:13,29.3,0.168,0.178,0.298,0.194,0.191,0.206,20
45461_903,6/18/2024,6/18/2024,,903,12:54:51,12:58:20,12:54:51,12:58:20,12:02:34,12:06:03,29.8,0.235,0.229,0.268,0.175,0.186,0.219,20
45468_895,6/25/2024,6/25/2024,10:44:00,895,10:44:00,10:47:00,10:44:00,10:47:00,9:51:30,9:54:30,22.4,0.272,0.353,0.419,0.226,0.208,0.296,20
45468_892,6/25/2024,6/25/2024,,892,10:48:06,10:51:30,10:48:06,10:51:30,9:55:36,9:59:00,22.3,0.365,0.382,0.392,0.446,0.484,0.414,20
45468_889,6/25/2024,6/25/2024,,889,10:52:23,10:55:23,10:52:23,10:55:23,9:59:53,10:02:53,22.2,0.204,0.305,0.203,0.179,0.25,0.228,20
45468_880,6/25/2024,6/25/2024,,880,10:56:01,10:59:01,10:56:01,10:59:01,10:03:31,10:06:31,22.7,0.334,0.414,0.429,0.379,0.292,0.37,20
45468_893,6/25/2024,6/25/2024,,893,10:59:48,11:02:58,10:59:48,11:02:58,10:07:18,10:10:28,23.4,0.198,0.402,0.419,0.435,0.289,0.349,20
45468_876,6/25/2024,6/25/2024,,876,11:03:58,11:06:58,11:03:58,11:06:58,10:11:28,10:14:28,24.2,0.211,0.345,0.4,0.36,0.177,0.299,20
45468_905,6/25/2024,6/25/2024,,905,11:08:02,11:09:59,11:08:02,11:09:59,10:15:32,10:17:29,25.2,0.285,0.371,0.388,0.279,0.434,0.351,20
45468_903,6/25/2024,6/25/2024,,903,11:11:14,11:14:14,11:11:14,11:14:14,10:18:44,10:21:44,25.1,0.426,0.395,0.437,0.34,0.387,0.397,20
45468_288,6/25/2024,6/25/2024,,288,11:24:23,11:27:23,11:24:23,11:27:23,10:31:53,10:34:53,24.3,0.393,0.334,0.322,0.179,0.437,0.333,20
45468_583,6/25/2024,6/25/2024,,583,11:28:03,11:31:06,11:28:03,11:31:06,10:35:33,10:38:36,25.1,0.295,0.306,0.269,0.357,0.25,0.295,20
45468_386,6/25/2024,6/25/2024,,386,11:32:19,11:35:19,11:32:19,11:35:19,10:39:49,10:42:49,25.1,0.224,0.282,0.385,0.442,0.246,0.316,20
45468_380,6/25/2024,6/25/2024,,380,11:36:23,11:39:25,11:36:23,11:39:25,10:43:53,10:46:55,25.1,0.346,0.346,0.413,0.405,0.305,0.363,20
45468_529,6/25/2024,6/25/2024,,529,11:43:04,11:46:05,11:43:04,11:46:05,10:50:34,10:53:35,25.3,0.383,0.53,0.399,0.431,0.525,0.454,20
45468_544,6/25/2024,6/25/2024,,544,11:46:44,11:49:44,11:46:44,11:49:44,10:54:14,10:57:14,24.7,0.496,0.487,0.433,0.449,0.42,0.457,20
45468_351,6/25/2024,6/25/2024,,351,11:51:38,11:54:38,11:51:38,11:54:38,10:59:08,11:02:08,24.3,0.255,0.249,0.392,0.329,0.403,0.326,20
45468_366,6/25/2024,6/25/2024,,366,11:56:01,11:59:01,11:56:01,11:59:01,11:03:31,11:06:31,24,0.496,0.335,0.408,0.422,0.412,0.415,20
45468_362,6/25/2024,6/25/2024,,362,12:01:12,12:04:16,12:01:12,12:04:16,11:08:42,11:11:46,24.2,0.445,0.468,0.448,0.511,0.394,0.453,20
45468_356,6/25/2024,6/25/2024,,356,12:04:56,12:08:00,12:04:56,12:08:00,11:12:26,11:15:30,24.5,0.51,0.553,0.412,0.42,0.479,0.475,20
45468_217,6/25/2024,6/25/2024,,217,12:10:21,12:13:22,12:10:21,12:13:22,11:17:51,11:20:52,25,0.236,0.356,0.387,0.343,0.229,0.31,20
45468_236,6/25/2024,6/25/2024,,236,12:17:18,12:20:18,12:17:18,12:20:18,11:24:48,11:27:48,24.7,0.27,0.397,0.505,0.495,0.328,0.399,20
45468_165,6/25/2024,6/25/2024,,165,12:21:37,12:24:37,12:21:37,12:24:37,11:29:07,11:32:07,24.4,0.298,0.437,0.382,0.439,0.471,0.405,20
45468_175,6/25/2024,6/25/2024,,175,12:25:04,12:28:08,12:25:04,12:28:08,11:32:34,11:35:38,24.8,0.565,0.537,0.548,0.513,0.42,0.517,20
45468_153,6/25/2024,6/25/2024,,153,12:29:24,12:32:32,12:29:24,12:32:32,11:36:54,11:40:02,24.7,0.279,0.286,0.515,0.454,0.401,0.387,20
45468_176,6/25/2024,6/25/2024,,176,12:33:40,12:36:40,12:33:40,12:36:40,11:41:10,11:44:10,25.2,0.405,0.272,0.493,0.501,0.42,0.418,20
45468_933,6/25/2024,6/25/2024,,933,12:40:04,12:43:04,12:40:04,12:43:04,11:47:34,11:50:34,25.4,0.481,0.538,0.696,0.654,0.54,0.582,20
45468_318,6/25/2024,6/25/2024,,318,12:45:04,12:48:04,12:45:04,12:48:04,11:52:34,11:55:34,24.9,0.218,0.156,0.16,0.156,0.282,0.194,20
45468_309,6/25/2024,6/25/2024,,309,12:48:40,12:51:40,12:48:40,12:51:40,11:56:10,11:59:10,24.9,0.386,0.417,0.442,0.315,0.464,0.405,20
45468_302,6/25/2024,6/25/2024,,302,12:52:43,12:55:46,12:52:43,12:55:46,12:00:13,12:03:16,24.8,0.197,0.252,0.181,0.211,0.27,0.222,20
45469_411,6/26/2024,6/26/2024,11:37:00,411,11:37:00,11:40:00,11:37:00,11:40:00,10:44:51,10:47:51,25.8,0.272,0.332,0.223,0.255,0.222,0.261,20
45469_412,6/26/2024,6/26/2024,,412,11:40:37,11:43:40,11:40:37,11:43:40,10:48:28,10:51:31,26.5,0.483,0.49,0.402,0.38,0.403,0.432,20
45469_413,6/26/2024,6/26/2024,,413,11:44:08,11:47:57,11:44:08,11:47:57,10:51:59,10:55:48,28.1,0.177,0.56,0.245,0.347,0.196,0.305,20
45469_4,6/26/2024,6/26/2024,,4,11:48:30,11:51:31,11:48:30,11:51:31,10:56:21,10:59:22,28.3,0.526,0.303,0.628,0.407,0.519,0.477,20
45469_432,6/26/2024,6/26/2024,,432,11:53:06,11:56:24,11:53:06,11:56:24,11:00:57,11:04:15,27.9,0.259,0.43,0.273,0.224,0.552,0.348,20
45469_433,6/26/2024,6/26/2024,,433,11:56:56,11:59:56,11:56:56,11:59:56,11:04:47,11:07:47,27.4,0.381,0.52,0.405,0.058,0.431,0.359,20
45469_414,6/26/2024,6/26/2024,,414,12:01:47,12:04:47,12:01:47,12:04:47,11:09:38,11:12:38,28.1,0.25,0.255,0.237,0.451,0.239,0.286,20
45469_435,6/26/2024,6/26/2024,,435,12:05:44,12:08:44,12:05:44,12:08:44,11:13:35,11:16:35,28,0.8,0.82,0.353,0.556,0.629,0.632,20
45469_438,6/26/2024,6/26/2024,,438,12:10:06,12:13:09,12:10:06,12:13:09,11:17:57,11:21:00,27.1,0.08,0.2,0.216,0.248,0.22,0.193,20
45469_436,6/26/2024,6/26/2024,,436,12:14:10,12:17:10,12:14:10,12:17:10,11:22:01,11:25:01,28.3,0.164,0.21,0.229,0.229,0.23,0.212,20
45469_417,6/26/2024,6/26/2024,,417,12:18:41,12:21:41,12:18:41,12:21:41,11:26:32,11:29:32,28,0.272,0.267,0.381,0.261,0.363,0.309,20
45469_418,6/26/2024,6/26/2024,,418,12:22:05,12:25:09,12:22:05,12:25:09,11:29:56,11:33:00,29.5,0.134,0.194,0.205,0.379,0.305,0.243,20
45469_419,6/26/2024,6/26/2024,,419,12:25:50,12:28:50,12:25:50,12:28:50,11:33:41,11:36:41,29.8,0.5,0.515,0.205,0.491,0.243,0.391,20
45469_441,6/26/2024,6/26/2024,,441,12:30:15,12:33:09,12:30:15,12:33:09,11:38:06,11:41:00,28.9,0.636,0.229,0.756,0.146,0.234,0.4,20
45469_420,6/26/2024,6/26/2024,,420,15:12:47,15:15:47,15:12:47,15:15:47,14:20:38,14:23:38,29.3,0.173,0.137,0.194,0.225,0.143,0.174,20
45469_421,6/26/2024,6/26/2024,,421,15:16:10,15:19:10,15:16:10,15:19:10,14:24:01,14:27:01,29.8,0.17,0.223,0.183,0.17,0.223,0.194,20
45469_439,6/26/2024,6/26/2024,,439,15:20:11,15:23:11,15:20:11,15:23:11,14:28:02,14:31:02,29.8,0.175,0.112,0.214,0.171,0.023,0.139,20
45469_422,6/26/2024,6/26/2024,,422,15:24:22,15:27:25,15:24:22,15:27:25,14:32:13,14:35:16,29.5,0.399,0.378,0.648,0.591,0.413,0.486,20
45469_423,6/26/2024,6/26/2024,,423,15:28:06,15:31:07,15:28:06,15:31:07,14:35:57,14:38:58,28.8,0.44,0.257,0.426,0.136,0.862,0.424,20
45469_425,6/26/2024,6/26/2024,,425,15:31:30,15:34:04,15:31:30,15:34:04,14:39:21,14:41:55,28.7,0.134,0.129,0.23,0.231,0.25,0.195,20
45469_424,6/26/2024,6/26/2024,,424,15:34:05,15:37:07,15:34:05,15:37:07,14:41:56,14:44:58,29,0.136,0.44,0.496,0.281,0.144,0.299,20
45469_426,6/26/2024,6/26/2024,,426,15:38:19,15:41:19,15:38:19,15:41:19,14:46:10,14:49:10,29.3,0.248,0.251,0.34,0.366,0.27,0.295,20
45469_442,6/26/2024,6/26/2024,,442,15:41:59,15:44:59,15:41:59,15:44:59,14:49:50,14:52:50,30.4,0.514,0.505,0.288,0.603,0.726,0.527,20
45469_427,6/26/2024,6/26/2024,,427,15:45:27,15:48:30,15:45:27,15:48:30,14:53:18,14:56:21,30.2,0.444,0.407,0.357,0.236,0.265,0.342,20
45469_428,6/26/2024,6/26/2024,,428,15:49:08,15:52:08,15:49:08,15:52:08,14:56:59,14:59:59,29.8,0.488,0.545,0.239,0.367,0.183,0.364,20
45469_429,6/26/2024,6/26/2024,,429,15:53:02,15:56:02,15:53:02,15:56:02,15:00:53,15:03:53,29.2,0.491,0.518,0.777,0.657,0.323,0.553,20
45469_431,6/26/2024,6/26/2024,,431,15:56:38,15:59:38,15:56:38,15:59:38,15:04:29,15:07:29,28.5,0.62,0.78,0.413,0.259,0.802,0.575,20
45469_443,6/26/2024,6/26/2024,,443,16:00:59,16:03:59,16:00:59,16:03:59,15:08:50,15:11:50,27,0.231,0.185,0.24,0.36,0.251,0.253,20
45469_444,6/26/2024,6/26/2024,,444,16:05:08,16:08:08,16:05:08,16:08:08,15:12:59,15:15:59,27.3,0.251,0.275,0.406,0.45,0.243,0.325,20
45474_411,7/1/2024,7/1/2024,14:10:00,411,14:10:00,14:13:00,14:10:00,14:13:00,13:17:18,13:20:18,23.8,0.156,0.074,0.15,0.142,0.168,0.138,20
45474_412,7/1/2024,7/1/2024,,412,14:14:48,14:17:51,14:14:48,14:17:51,13:22:06,13:25:09,24.3,0.277,0.346,0.457,0.549,0.509,0.428,20
45474_413,7/1/2024,7/1/2024,,413,14:18:20,14:21:20,14:18:20,14:21:20,13:25:38,13:28:38,24.3,0.528,0.585,0.58,0.233,0.125,0.41,20
45474_4,7/1/2024,7/1/2024,,4,14:21:43,14:24:43,14:21:43,14:24:43,13:29:01,13:32:01,24.3,0.404,0.295,0.318,0.44,0.5,0.391,20
45474_432,7/1/2024,7/1/2024,,432,14:25:57,14:28:57,14:25:57,14:28:57,13:33:15,13:36:15,24.6,0.328,0.15,0.325,0.48,0.15,0.287,20
45474_414,7/1/2024,7/1/2024,,414,14:31:23,14:34:23,14:31:23,14:34:23,13:38:41,13:41:41,24.3,0.389,0.358,0.587,0.257,0.227,0.364,20
45474_435,7/1/2024,7/1/2024,,435,14:35:21,14:38:21,14:35:21,14:38:21,13:42:39,13:45:39,24.2,0.485,0.56,0.491,0.628,0.696,0.572,20
45474_438,7/1/2024,7/1/2024,,438,14:39:10,14:42:30,14:39:10,14:42:30,13:46:28,13:49:48,23.4,0.07,0.053,0.224,0.251,0.234,0.166,20
45474_436,7/1/2024,7/1/2024,,436,14:43:40,14:46:44,14:43:40,14:46:44,13:50:58,13:54:02,23.2,0.138,0.184,0.356,0.222,0.273,0.235,20
45474_434,7/1/2024,7/1/2024,,434,14:47:50,14:51:00,14:47:50,14:51:00,13:55:08,13:58:18,23.8,0.381,0.336,0.401,0.15,0.471,0.348,20
45474_418,7/1/2024,7/1/2024,,418,14:51:28,14:54:39,14:51:28,14:54:39,13:58:46,14:01:57,24.9,0.18,0.092,0.09,0.11,0.167,0.128,20
45474_417,7/1/2024,7/1/2024,,417,14:55:04,14:58:43,14:55:04,14:58:43,14:02:22,14:06:01,24.8,0.223,0.225,0.217,0.209,0.227,0.22,20
45474_419,7/1/2024,7/1/2024,,419,14:59:33,15:02:34,14:59:33,15:02:34,14:06:51,14:09:52,25.1,0.219,0.37,0.125,0.074,0.268,0.211,20
45474_420,7/1/2024,7/1/2024,,420,15:03:03,15:07:19,15:03:03,15:07:19,14:10:21,14:14:37,25.5,0.18,0.216,0.157,0.11,0.215,0.176,20
45474_421,7/1/2024,7/1/2024,,421,15:07:54,15:10:58,15:07:54,15:10:58,14:15:12,14:18:16,25.8,0.16,0.075,0.193,0.239,0.242,0.182,20
45474_422,7/1/2024,7/1/2024,,422,15:12:08,15:15:09,15:12:08,15:15:09,14:19:26,14:22:27,27.1,0.482,0.261,0.262,0.475,0.594,0.415,20
45474_423,7/1/2024,7/1/2024,,423,15:15:49,15:18:58,15:15:49,15:18:58,14:23:07,14:26:16,26,0.522,0.712,0.2,0.287,0.37,0.418,20
45474_425,7/1/2024,7/1/2024,,425,15:19:32,15:22:32,15:19:32,15:22:32,14:26:50,14:29:50,25.6,0.078,0.084,0.187,0.253,0.26,0.172,20
45474_424,7/1/2024,7/1/2024,,424,15:23:16,15:26:16,15:23:16,15:26:16,14:30:34,14:33:34,25.7,0.229,0.203,0.373,0.577,0.385,0.353,20
45474_426,7/1/2024,7/1/2024,,426,15:27:06,15:30:11,15:27:06,15:30:11,14:34:24,14:37:29,26,0.121,0.228,0.222,0.226,0.431,0.246,20
45474_442,7/1/2024,7/1/2024,,442,15:30:56,15:33:56,15:30:56,15:33:56,14:38:14,14:41:14,27,0.381,0.388,0.452,0.47,0.263,0.391,20
45474_427,7/1/2024,7/1/2024,,427,15:34:33,15:37:33,15:34:33,15:37:33,14:41:51,14:44:51,26.2,0.201,0.244,0.37,0.236,0.352,0.281,20
45474_428,7/1/2024,7/1/2024,,428,15:38:05,15:41:05,15:38:05,15:41:05,14:45:23,14:48:23,27.3,0.246,0.341,0.323,0.426,0.344,0.336,20
45474_429,7/1/2024,7/1/2024,,429,15:42:06,15:45:15,15:42:06,15:45:15,14:49:24,14:52:33,26.5,0.37,0.243,0.611,0.521,0.392,0.427,20
45474_431,7/1/2024,7/1/2024,,431,15:45:49,15:48:49,15:45:49,15:48:49,14:53:07,14:56:07,25.1,0.307,0.357,0.682,0.752,0.549,0.529,20
45474_443,7/1/2024,7/1/2024,,443,15:49:38,15:52:38,15:49:38,15:52:38,14:56:56,14:59:56,24.1,0.19,0.218,0.224,0.267,0.458,0.271,20
45474_444,7/1/2024,7/1/2024,,444,15:53:30,15:56:30,15:53:30,15:56:30,15:00:48,15:03:48,23.6,0.275,0.322,0.337,0.773,0.755,0.492,20
45474_439,7/1/2024,7/1/2024,,439,15:58:51,16:01:51,15:58:51,16:01:51,15:06:09,15:09:09,23.1,0.027,0.139,0.169,0.176,0.157,0.134,20
45474_441,7/1/2024,7/1/2024,,441,16:02:39,16:05:39,16:02:39,16:05:39,15:09:57,15:12:57,23.5,0.304,0.53,0.677,0.634,0.16,0.461,20
45474_433,7/1/2024,7/1/2024,,433,16:08:19,16:11:20,16:08:19,16:11:20,15:15:37,15:18:38,24.4,0.464,0.261,0.313,0.094,0.21,0.268,20
45481_889,7/8/2024,7/8/2024,14:23:00,889,14:23:00,14:26:16,14:23:00,14:26:16,13:30:25,13:33:41,28.7,0.168,0.301,0.374,0.244,0.209,0.259,20
45481_895,7/8/2024,7/8/2024,,895,14:27:20,14:30:20,14:27:20,14:30:20,13:34:45,13:37:45,28.4,0.299,0.317,0.355,0.244,0.198,0.283,20
45481_892,7/8/2024,7/8/2024,,892,14:39:13,14:42:26,14:39:13,14:42:26,13:46:38,13:49:51,29.3,0.215,0.245,0.461,0.252,0.285,0.292,20
45481_880,7/8/2024,7/8/2024,,880,14:43:30,14:46:30,14:43:30,14:46:30,13:50:55,13:53:55,28.9,0.252,0.321,0.388,0.438,0.335,0.347,20
45481_893,7/8/2024,7/8/2024,,893,14:47:10,14:50:25,14:47:10,14:50:25,13:54:35,13:57:50,28.3,0.197,0.441,0.439,0.562,0.377,0.403,20
45481_876,7/8/2024,7/8/2024,,876,14:51:17,14:54:38,14:51:17,14:54:38,13:58:42,14:02:03,28.9,0.238,0.317,0.385,0.361,0.329,0.326,20
45481_905,7/8/2024,7/8/2024,,905,14:56:06,14:59:07,14:56:06,14:59:07,14:03:31,14:06:32,29.3,0.264,0.263,0.414,0.34,0.254,0.307,20
45481_903,7/8/2024,7/8/2024,,903,14:59:48,15:02:48,14:59:48,15:02:48,14:07:13,14:10:13,29.2,0.326,0.307,0.395,0.151,0.333,0.302,20
45481_288,7/8/2024,7/8/2024,,288,15:10:05,15:13:06,15:10:05,15:13:06,14:17:30,14:20:31,29.7,0.398,0.385,0.239,0.225,0.426,0.335,20
45481_583,7/8/2024,7/8/2024,,583,15:13:42,15:16:42,15:13:42,15:16:42,14:21:07,14:24:07,28.7,0.33,0.246,0.229,0.116,0.262,0.237,20
45481_380,7/8/2024,7/8/2024,,380,15:17:31,15:20:31,15:17:31,15:20:31,14:24:56,14:27:56,28.7,0.336,0.294,0.405,0.417,0.356,0.362,20
45481_386,7/8/2024,7/8/2024,,386,15:21:05,15:24:05,15:21:05,15:24:05,14:28:30,14:31:30,28.6,0.412,0.285,0.368,0.195,0.261,0.304,20
45481_529,7/8/2024,7/8/2024,,529,15:27:57,15:31:06,15:27:57,15:31:06,14:35:22,14:38:31,29,0.288,0.339,0.39,0.465,0.207,0.338,20
45481_544,7/8/2024,7/8/2024,,544,15:31:42,15:34:42,15:31:42,15:34:42,14:39:07,14:42:07,29.1,0.482,0.454,0.441,0.313,0.436,0.425,20
45481_351,7/8/2024,7/8/2024,,351,15:45:09,15:48:09,15:45:09,15:48:09,14:52:34,14:55:34,28.6,0.39,0.19,0.253,0.305,0.298,0.287,20
